reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
969ed539-7d72-47e6-ba85-7cf9ac9d3201,Abin Sebastian,https://play-lh.googleusercontent.com/a-/AOh14GgLTlRotzmqzQpafSDdloNdRJSiWPLaoj7tEfwiew,No revicing sms bad serivce😡😡😡😡🤬,1,0,308.0.0.10.108,2022-06-21 20:27:57,,,newest,com.facebook.lite
bc3596ae-a119-4313-926e-2b4b177a8521,Tumelo Hlophe,https://play-lh.googleusercontent.com/a/AATXAJw3RWiCMQ0jSk9-m3UVbLezqKJJPFt4DFKQpbBc=mo,It will load untill tomorrow,1,0,308.0.0.10.108,2022-06-21 20:23:12,,,newest,com.facebook.lite
be7cc090-aebb-4e62-9cec-121fb13654a9,Danlami Nathaniel,https://play-lh.googleusercontent.com/a-/AOh14GjsjMysODm-EnAQSxMtpvS75LARtj4G7sVCOOCXMg,"For the past several months now this app is not working well Cant, like a post, can't comment and i can't add friends is just rubbish",1,1,308.0.0.10.108,2022-06-21 20:18:42,,,newest,com.facebook.lite
4c2ef98d-9be8-40d5-a5d2-812a27ca2196,ARGHYADIP KABASI,https://play-lh.googleusercontent.com/a-/AOh14GiqqGUuX1T3I-sHvFUsI69NroVIqxHGEJ6mXTpg9Q,my network is full but does not open the app,1,0,306.0.0.13.107,2022-06-21 20:11:31,,,newest,com.facebook.lite
2cf6f5ab-f251-457a-bcc8-fc4cda46e94b,yeluri suresh,https://play-lh.googleusercontent.com/a-/AOh14GifxoIZP6JeTmdqOB1eKC2EaSVgoddi6GlrC7rd,Very poor service by app not able to change password and also not receiving the code verification for password reset very very poor service by this app,1,0,308.0.0.10.108,2022-06-21 20:06:15,,,newest,com.facebook.lite
c67524b8-3088-4186-b2ea-580237926df1,ExPat- Riot,https://play-lh.googleusercontent.com/a-/AOh14Ggcw8g4Ye2YRGW7pNywz3Y9TA9T2B5YaK1BVCBV,"Zuckerberg likes andrenochrome, that only can be made from adrenaline. A young child needs to be tortured by inflicting as much pain as is possible. Zuckerberg knows that a child has been tortured to death, in exchange for his dollars, so he has a feel good moment. No kid disappears. Qui bono? The Talmud asks 2 times a year for a gift, an offer. Just like Isaac in our bible. The andrenochrome black eye club is big. Search for the andrenochrome black eye club. They create demand, supply follows",1,0,216.0.0.10.121,2022-06-21 20:05:54,,,newest,com.facebook.lite
ca66fa63-9859-4966-a7ea-6e5f989e1795,Jeleima marelo fihinas Ndaro mugoya,https://play-lh.googleusercontent.com/a/AATXAJw2-fJhpV5yeq-1WJFhB94subn_BI3SxJyVPX3T=mo,Jeieima,1,0,,2022-06-21 19:58:52,,,newest,com.facebook.lite
141e718d-a744-4f9e-94ac-254ef5f69812,Soyisele Mapeyi,https://play-lh.googleusercontent.com/a/AATXAJxxdWmHQDaUYP8_xJzUbIRnY5a5u-rDhAbujwzW=mo,it's pretty slow,1,0,308.0.0.10.108,2022-06-21 19:54:11,,,newest,com.facebook.lite
8d963d2c-aece-4492-99fd-941a0d4b8176,G.M. Taybul Bahar,https://play-lh.googleusercontent.com/a-/AOh14GiETSwSrr2VzoG65Riophq623kqO8nVV5blfD1s,Stupid app Girls dont reply my question !🥺🥺,1,0,,2022-06-21 19:51:06,,,newest,com.facebook.lite
b94a9e89-5ab4-4b7e-aaf4-95321f9455df,Abhi Gharui,https://play-lh.googleusercontent.com/a-/AOh14GhzNyslmP7mC6aMOaltwDhCbIzJfzg1eFNSYzZFuA,😡😡,1,0,307.0.0.9.109,2022-06-21 19:43:53,,,newest,com.facebook.lite
8dff99f8-c81a-48ef-bd4a-52fa5d3efe4f,Emon Hussain,https://play-lh.googleusercontent.com/a/AATXAJzUyFwVw-lN_xsQJWNP_kaX-zGndPR6srOpNM0l=mo,It sucks after last update which was done couple of days ago,1,0,307.0.0.9.109,2022-06-21 19:30:06,,,newest,com.facebook.lite
0fee0a41-2ef4-4f5a-b3af-1800c099f428,Rahma Chmarkh,https://play-lh.googleusercontent.com/a/AATXAJzwf6A0FPq9bPwNmVhFiAM8POLoFUNy0S_Mpj4R=mo,👎,1,0,308.0.0.10.108,2022-06-21 19:29:54,,,newest,com.facebook.lite
80334612-1a54-49a0-97ed-9962c3378bee,Md Sakib Miy,https://play-lh.googleusercontent.com/a/AATXAJzc4z8P3mqtPCs1mE7Y0Bij5JRQd6AfS61d9H25=mo,Sakip,1,0,,2022-06-21 19:15:45,,,newest,com.facebook.lite
4394a7bb-7577-4d88-a5f3-feb0b9a30828,Oscar Samende,https://play-lh.googleusercontent.com/a-/AOh14GhNYB6lDiHAM-VklkkpTOjzEYIDXfpEY7W69ZN1-w,Poor,1,0,291.0.0.12.110,2022-06-21 19:13:16,,,newest,com.facebook.lite
5b60e60e-04f2-4eab-9009-c75271079e7a,Med Mehdi,https://play-lh.googleusercontent.com/a-/AOh14GjhN7bnaRox0bykPlrnovJuhJIkOusXTsEKb7cx,Dislike 👎,1,0,307.0.0.9.109,2022-06-21 19:12:54,,,newest,com.facebook.lite
e56179ff-c350-49d6-9103-7420286b1984,Narayan Sahu,https://play-lh.googleusercontent.com/a/AATXAJwIkPcujXnfHlZSHRYomDcOn64haqPJv4z8Z4pw=mo,Harsh,1,0,308.0.0.10.108,2022-06-21 19:08:53,,,newest,com.facebook.lite
c05ec954-6afe-47ae-8df9-a50368b180b7,Leslie Ward,https://play-lh.googleusercontent.com/a-/AOh14GjmBLH-e1K7Dp_hb3jBkoSn2102C3kc3woIZmzKkw,C ontact me it's usually urgent that u ou do because fzcebook is scaming me again and I'm going to police this time if not stopped and fixed.,1,1,308.0.0.10.108,2022-06-21 18:49:56,,,newest,com.facebook.lite
f8d15b58-6110-4e01-a947-03bff6aac0c1,Nhur Aisa Otto,https://play-lh.googleusercontent.com/a/AATXAJxmQG6o2eEzUI6uw9lJ2xgPUrEhCXthYneMtmSE=mo,Nice fblite ilove it,1,0,,2022-06-21 18:31:37,,,newest,com.facebook.lite
50aa51a7-cc23-4d2e-bfa4-6b5465f9c3b6,Gigg Dion,https://play-lh.googleusercontent.com/a/AATXAJzh_DECJhrwgMvIys-uFtUMRUEwJg67BAEfLT_4=mo,You keep blocking my account for no reason? I can't like nor comment on a video 🥺😳,1,0,308.0.0.10.108,2022-06-21 18:29:21,,,newest,com.facebook.lite
7a3a1094-7f33-4a8f-b6c0-f7d30961c38f,Annu Pandey,https://play-lh.googleusercontent.com/a/AATXAJz7NqbNt0YLZpoUSrcqnWnioEUA2KC3_ooQoL01=mo,Good app,1,1,308.0.0.10.108,2022-06-21 18:22:14,,,newest,com.facebook.lite
4e9d94df-1925-415b-8bd8-c53db6512c83,Loknath Banik,https://play-lh.googleusercontent.com/a/AATXAJxFssUtns-ms2r8gnpvSwO1Zz-G8iM0SfLmtBI-=mo,U have the app is most likely,1,0,,2022-06-21 18:18:03,,,newest,com.facebook.lite
a4654140-756b-4c9b-a11e-ab5a3815f619,Michael Motsoeneng,https://play-lh.googleusercontent.com/a/AATXAJxoHk7uPQOThOuNDfz1A8vCM6DbqokX7nFlomNr=mo,"Useless App, updates time And again but no difference... Now I can't view friend's photos...zero rate actually...",1,1,308.0.0.10.108,2022-06-21 18:16:19,,,newest,com.facebook.lite
3c4de7e1-53b6-4cc4-a2c4-a01c2c40e540,Scar Light,https://play-lh.googleusercontent.com/a-/AOh14GiLPwte5lFZYraL0KcbiqrqLwiVtyAkaczvFtlKgw,bad .... bad .... bad ..... 👎🏻👎🏻👎🏻 to many banned rule,1,0,307.0.0.9.109,2022-06-21 18:14:29,,,newest,com.facebook.lite
